what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1307304752430
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307304753133
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1307304951305
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307304975180
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307305019962
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307305022399
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307305089680
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307305113915
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307305312133
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307305325399
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307305343477
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307305346602
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307305355727
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307305357837
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1307305357852
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307305366368
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307305367258
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307305367368
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307305370977
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1307305378758
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307305401758
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307305522352
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307305558618
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1307305592555
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1307305594712
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1307305597415
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1307305618665
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307305828243
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307305894712
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1307305906837
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307305907462
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1307305907477
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307305913243
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307305915930
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1307305915930
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307305928462
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307305928837
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307305956102
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307305990821
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307306026524
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307306028040
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1307306032524
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1307306038258
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307306043555
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307306043555
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307306043571
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307306056805
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307306058180
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1307306067790
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1307306067977
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1307306068149
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1307306068493
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1307306068774
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1307306070212
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1307306082118
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1307306086352
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1307307217758
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307307231337
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1307307243040
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1307308320305
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307308320758
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1307308320774
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307308326133
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307308327540
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307308327540
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307308327633
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307308336102
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307308336602
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1307308336618
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307308341571
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307308341587
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307308347555
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307308356743
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307308363868
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307308383977
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307308394352
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307308395055
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307308396602
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307308396712
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307308401462
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307308433883
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1307308475712
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307308483602
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307308491133
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307308491212
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307308491227
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.edit.text.openLocalFile",1307308491227
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307308515055
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307308792727
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1307308796915
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307308797805
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1307308797821
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307308806524
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307308816852
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307308831587
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1307308834399
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307308835071
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307308835087
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307308835087
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307308899805
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307308918477
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307308919477
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307308919571
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307308924508
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1307308943868
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1307308944118
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1307308944305
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1307308944493
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1307308944680
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1307308947212
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1307308947399
